"accession" "Gene.Name" "Protein.Name" "Organism.Source" "Taxonomy" "Gene.Name.description" "Pe" "SV"
"Q9TR36" "Q9TR36" "Q9TR36" "Phosphatidylinositol transfer protein beta isoform" "Bos taurus" "9913" "PITPNB" "1" "3"
"NCSTN" "Q92542" "NCSTN" "Nicastrin" "Homo sapiens" "9606" "NCSTN" "1" "2"
"PDLIM5" "Q96HC4" "PDLIM5" "PDZ and LIM domain protein 5" "Homo sapiens" "9606" "PDLIM5" "1" "5"
"P14735" "P14735" "P14735" "Insulin-degrading enzyme" "Homo sapiens" "9606" "IDe" "1" "4"
"Q56JW4" "Q56JW4" "Q56JW4" "Adenine phosphoribosyltransferase" "Bos taurus" "9913" "APRT" "2" "1"
"eTFDH" "Q16134" "eTFDH" "electron transfer flavoprotein-ubiquinone oxidoreductase. mitochondrial" "Homo sapiens" "9606" "eTFDH" "1" "2"
"DDOST" "P39656" "DDOST" "Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit" "Homo sapiens" "9606" "DDOST" "1" "4"
"Q9NP55" "Q9NP55" "Q9NP55" "BPI fold-containing family A member 1" "Homo sapiens" "9606" "BPIFA1" "1" "1"
"ABCD3" "P28288" "ABCD3" "ATP-binding cassette sub-family D member 3" "Homo sapiens" "9606" "ABCD3" "1" "1"
"DRC7" "Q2T9M4" "DRC7" "Dynein regulatory complex subunit 7" "Bos taurus" "9913" "DRC7" "2" "1"
"TUBB2A" "Q13885" "TUBB2A" "Tubulin beta-2A chain" "Homo sapiens" "9606" "TUBB2A" "1" "1"
"RPS4Y2" "Q8TD47" "RPS4Y2" "Small ribosomal subunit protein eS4. Y isoform 2" "Homo sapiens" "9606" "RPS4Y2" "2" "3"
"GIPC1" "O14908" "GIPC1" "PDZ domain-containing protein GIPC1" "Homo sapiens" "9606" "GIPC1" "1" "2"
"PYM1" "Q9BRP8" "PYM1" "Partner of Y14 and mago" "Homo sapiens" "9606" "PYM1" "1" "1"
"FIS1" "Q3T0I5" "FIS1" "Mitochondrial fission 1 protein" "Bos taurus" "9913" "FIS1" "2" "1"
"MRPL15" "Q0VC21" "MRPL15" "Large ribosomal subunit protein uL15m" "Bos taurus" "9913" "MRPL15" "1" "1"
"TARBP2" "Q0IIG6" "TARBP2" "RISC-loading complex subunit TARBP2" "Bos taurus" "9913" "TARBP2" "2" "2"
"FMR1" "Reverse_sp|Q06787|FMR1_HUMAN" "FMR1" "Fragile X messenger ribonucleoprotein 1" "Homo sapiens" "9606" "FMR1" "1" "1"
"DDX6" "P26196" "DDX6" "Probable ATP-dependent RNA helicase DDX6" "Homo sapiens" "9606" "DDX6" "1" "2"
"P80511" "P80511" "P80511" "Protein S100-A12" "Homo sapiens" "9606" "S100A12" "1" "2"
"XPO1" "O14980" "XPO1" "exportin-1" "Homo sapiens" "9606" "XPO1" "1" "1"
"Q3SWX7" "Q3SWX7" "Q3SWX7" "Annexin A3" "Bos taurus" "9913" "ANXA3" "2" "3"
"HeCTD1" "Q9ULT8" "HeCTD1" "e3 ubiquitin-protein ligase HeCTD1" "Homo sapiens" "9606" "HeCTD1" "1" "4"
"P30101" "P30101" "P30101" "Protein disulfide-isomerase A3" "Homo sapiens" "9606" "PDIA3" "1" "4"
"GAB1" "A6QLU3" "GAB1" "GRB2-associated-binding protein 1" "Bos taurus" "9913" "GAB1" "2" "1"
"MAPK1" "P28482" "MAPK1" "Mitogen-activated protein kinase 1" "Homo sapiens" "9606" "MAPK1" "1" "3"
"NAGK" "Q9UJ70" "NAGK" "N-acetyl-D-glucosamine kinase" "Homo sapiens" "9606" "NAGK" "1" "4"
"Q5e9F9" "Q5e9F9" "Q5e9F9" "26S proteasome regulatory subunit 7" "Bos taurus" "9913" "PSMC2" "2" "3"
"RPL11" "P62913" "RPL11" "Large ribosomal subunit protein uL5" "Homo sapiens" "9606" "RPL11" "1" "2"
"FHOD1" "Q9Y613" "FHOD1" "FH1/FH2 domain-containing protein 1" "Homo sapiens" "9606" "FHOD1" "1" "3"
"Ce046" "Q3T146" "Ce046" "Uncharacterized protein C5orf46 homolog" "Bos taurus" "9913" NA "3" "1"
"KLK9" "Q9UKQ9" "KLK9" "Kallikrein-9" "Homo sapiens" "9606" "KLK9" "2" "1"
"FBN1" "P98133" "FBN1" "Fibrillin-1" "Bos taurus" "9913" "FBN1" "1" "2"
"SHANK3" "Q9BYB0" "SHANK3" "SH3 and multiple ankyrin repeat domains protein 3" "Homo sapiens" "9606" "SHANK3" "1" "3"
"TMF1" "P82094" "TMF1" "TATA element modulatory factor" "Homo sapiens" "9606" "TMF1" "1" "2"
"PeX11B" "Q148K5" "PeX11B" "Peroxisomal membrane protein 11B" "Bos taurus" "9913" "PeX11B" "2" "1"
"TMeD10" "P49755" "TMeD10" "Transmembrane emp24 domain-containing protein 10" "Homo sapiens" "9606" "TMeD10" "1" "2"
"HMGB1P1" "B2RPK0" "HMGB1P1" "Putative high mobility group protein B1-like 1" "Homo sapiens" "9606" "HMGB1P1" "5" "1"
"PPP2R2D" "Q66Le6" "PPP2R2D" "Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform" "Homo sapiens" "9606" "PPP2R2D" "1" "1"
"Q9MZ13" "Q9MZ13" "Q9MZ13" "Voltage-dependent anion-selective channel protein 3" "Bos taurus" "9913" "VDAC3" "2" "1"
"Q1JQB2" "Q1JQB2" "Q1JQB2" "Mitotic checkpoint protein BUB3" "Bos taurus" "9913" "BUB3" "2" "1"
"P05455" "P05455" "P05455" "Lupus La protein" "Homo sapiens" "9606" "SSB" "1" "2"
"P33545" "P33545" "P33545" "Desmocollin-2 (Fragment)" "Bos taurus" "9913" "DSC2" "2" "1"
"PSMe3" "P61289" "PSMe3" "Proteasome activator complex subunit 3" "Homo sapiens" "9606" "PSMe3" "1" "1"
"NeO1" "Q92859" "NeO1" "Neogenin" "Homo sapiens" "9606" "NeO1" "1" "2"
"ARPC1A" "Q1JP79" "ARPC1A" "Actin-related protein 2/3 complex subunit 1A" "Bos taurus" "9913" "ARPC1A" "1" "1"
"FAM25A" "B3eWG3" "FAM25A" "Protein FAM25A" "Homo sapiens" "9606" "FAM25A" "3" "1"
"BZW1" "Q7L1Q6" "BZW1" "eIF5-mimic protein 2" "Homo sapiens" "9606" "BZW1" "1" "1"
"TMPRSS11D" "O60235" "TMPRSS11D" "Transmembrane protease serine 11D" "Homo sapiens" "9606" "TMPRSS11D" "1" "1"
"OXCT1" "P55809" "OXCT1" "Succinyl-CoA:3-ketoacid coenzyme A transferase 1. mitochondrial" "Homo sapiens" "9606" "OXCT1" "1" "1"
"SOCS3" "Q9BeG9" "SOCS3" "Suppressor of cytokine signaling 3" "Bos taurus" "9913" "SOCS3" "2" "1"
"Q2KJ33" "Q2KJ33" "Q2KJ33" "LIM and senescent cell antigen-like-containing domain protein 2" "Bos taurus" "9913" "LIMS2" "2" "2"
"SF3B1" "O75533" "SF3B1" "Splicing factor 3B subunit 1" "Homo sapiens" "9606" "SF3B1" "1" "3"
"RPS20" "P60866" "RPS20" "Small ribosomal subunit protein uS10" "Homo sapiens" "9606" "RPS20" "1" "1"
"RPL21" "P46778" "RPL21" "Large ribosomal subunit protein eL21" "Homo sapiens" "9606" "RPL21" "1" "2"
"P61960" "P61960" "P61960" "Ubiquitin-fold modifier 1" "Homo sapiens" "9606" "UFM1" "1" "1"
"PXDN" "Q92626" "PXDN" "Peroxidasin homolog" "Homo sapiens" "9606" "PXDN" "1" "2"
"ATL3" "Q6DD88" "ATL3" "Atlastin-3" "Homo sapiens" "9606" "ATL3" "1" "1"
"USP15" "Q9Y4e8" "USP15" "Ubiquitin carboxyl-terminal hydrolase 15" "Homo sapiens" "9606" "USP15" "1" "3"
"G3BP1" "Q32LC7" "G3BP1" "Ras GTPase-activating protein-binding protein 1" "Bos taurus" "9913" "G3BP1" "2" "1"
"MYL9" "Q5e9e2" "MYL9" "Myosin regulatory light polypeptide 9" "Bos taurus" "9913" "MYL9" "2" "3"
"Q1LZA3" "Q1LZA3" "Q1LZA3" "Asparagine synthetase [glutamine-hydrolyzing]" "Bos taurus" "9913" "ASNS" "2" "3"
"UBe2L3" "Q3MHP1" "UBe2L3" "Ubiquitin-conjugating enzyme e2 L3" "Bos taurus" "9913" "UBe2L3" "2" "1"
"SRSF3" "P84103" "SRSF3" "Serine/arginine-rich splicing factor 3" "Homo sapiens" "9606" "SRSF3" "1" "1"
"P31939" "P31939" "P31939" "Bifunctional purine biosynthesis protein ATIC" "Homo sapiens" "9606" "ATIC" "1" "3"
"eRN1" "O75460" "eRN1" "Serine/threonine-protein kinase/endoribonuclease IRe1" "Homo sapiens" "9606" "eRN1" "1" "2"
"GYS1" "P13807" "GYS1" "Glycogen [starch] synthase. muscle" "Homo sapiens" "9606" "GYS1" "1" "2"
"NDUFS3" "O75489" "NDUFS3" "NADH dehydrogenase [ubiquinone] iron-sulfur protein 3. mitochondrial" "Homo sapiens" "9606" "NDUFS3" "1" "1"
"ACP1" "P11064" "ACP1" "Low molecular weight phosphotyrosine protein phosphatase" "Bos taurus" "9913" "ACP1" "1" "3"
"UQCRH" "P07919" "UQCRH" "Cytochrome b-c1 complex subunit 6. mitochondrial" "Homo sapiens" "9606" "UQCRH" "1" "2"
"HDGF" "Q9XSK7" "HDGF" "Hepatoma-derived growth factor" "Bos taurus" "9913" "HDGF" "2" "1"
"DDB1" "Q16531" "DDB1" "DNA damage-binding protein 1" "Homo sapiens" "9606" "DDB1" "1" "1"
"P81125" "P81125" "P81125" "Alpha-soluble NSF attachment protein" "Bos taurus" "9913" "NAPA" "1" "1"
"RAB5A" "P20339" "RAB5A" "Ras-related protein Rab-5A" "Homo sapiens" "9606" "RAB5A" "1" "2"
"UPP1" "Q16831" "UPP1" "Uridine phosphorylase 1" "Homo sapiens" "9606" "UPP1" "1" "1"
"P23396" "P23396" "P23396" "Small ribosomal subunit protein uS3" "Homo sapiens" "9606" "RPS3" "1" "2"
"P23634" "P23634" "P23634" "Plasma membrane calcium-transporting ATPase 4" "Homo sapiens" "9606" "ATP2B4" "1" "2"
"Q16853" "Q16853" "Q16853" "Membrane primary amine oxidase" "Homo sapiens" "9606" "AOC3" "1" "3"
"KLK7" "P49862" "KLK7" "Kallikrein-7" "Homo sapiens" "9606" "KLK7" "1" "1"
"P60661" "P60661" "P60661" "Myosin light polypeptide 6" "Bos taurus" "9913" "MYL6" "2" "2"
"Q86UX7" "Q86UX7" "Q86UX7" "Fermitin family homolog 3" "Homo sapiens" "9606" "FeRMT3" "1" "1"
"ANXA6" "P79134" "ANXA6" "Annexin A6" "Bos taurus" "9913" "ANXA6" "1" "2"
"Q5e9e3" "Q5e9e3" "Q5e9e3" "Complement C1q subcomponent subunit A" "Bos taurus" "9913" "C1QA" "2" "1"
"P61158" "P61158" "P61158" "Actin-related protein 3" "Homo sapiens" "9606" "ACTR3" "1" "3"
"RPL17" "Q3T025" "RPL17" "Large ribosomal subunit protein uL22" "Bos taurus" "9913" "RPL17" "2" "3"
"HSPH1" "Q92598" "HSPH1" "Heat shock protein 105 kDa" "Homo sapiens" "9606" "HSPH1" "1" "1"
"PHKA1" "P46020" "PHKA1" "Phosphorylase b kinase regulatory subunit alpha. skeletal muscle isoform" "Homo sapiens" "9606" "PHKA1" "1" "2"
"Q05B57" "Q05B57" "Q05B57" "Ubiquitin thioesterase OTU1" "Bos taurus" "9913" "YOD1" "2" "1"
"SCGN" "A5PJN0" "SCGN" "Secretagogin" "Bos taurus" "9913" "SCGN" "2" "1"
"BIRC6" "Q9NR09" "BIRC6" "Baculoviral IAP repeat-containing protein 6" "Homo sapiens" "9606" "BIRC6" "1" "3"
"FBXW7" "F1MNN4" "FBXW7" "F-box/WD repeat-containing protein 7" "Bos taurus" "9913" "FBXW7" "1" "3"
"O43680" "O43680" "O43680" "Transcription factor 21" "Homo sapiens" "9606" "TCF21" "1" "2"
"SRPRB" "Q9Y5M8" "SRPRB" "Signal recognition particle receptor subunit beta" "Homo sapiens" "9606" "SRPRB" "1" "3"
"IBPS" "P00975" "IBPS" "Serum basic protease inhibitor" "Bos taurus" "9913" NA "1" "1"
"BeX5" "Q5H9J7" "BeX5" "Protein BeX5" "Homo sapiens" "9606" "BeX5" "1" "1"
"CLTCL1" "P53675" "CLTCL1" "Clathrin heavy chain 2" "Homo sapiens" "9606" "CLTCL1" "1" "2"
"DNAH1" "Reverse_sp|Q9P2D7|DYH1_HUMAN" "DNAH1" "Dynein axonemal heavy chain 1" "Homo sapiens" "9606" "DNAH1" "1" "6"
"O60684" "O60684" "O60684" "Importin subunit alpha-7" "Homo sapiens" "9606" "KPNA6" "1" "1"
"RPL13" "P26373" "RPL13" "Large ribosomal subunit protein eL13" "Homo sapiens" "9606" "RPL13" "1" "4"
"ITGB2" "P32592" "ITGB2" "Integrin beta-2" "Bos taurus" "9913" "ITGB2" "1" "1"
"SHOC1" "Reverse_sp|Q5VXU9|SHOC1_HUMAN" "SHOC1" "Protein shortage in chiasmata 1 ortholog" "Homo sapiens" "9606" "SHOC1" "1" "1"
"P00746" "P00746" "P00746" "Complement factor D" "Homo sapiens" "9606" "CFD" "1" "5"
"NSD3" "Q9BZ95" "NSD3" "Histone-lysine N-methyltransferase NSD3" "Homo sapiens" "9606" "NSD3" "1" "1"
"A7YY28" "A7YY28" "A7YY28" "Putative protein-lysine deacylase ABHD14B" "Bos taurus" "9913" "ABHD14B" "2" "1"
"Q17R06" "Q17R06" "Q17R06" "Ras-related protein Rab-21" "Bos taurus" "9913" "RAB21" "2" "1"
"P62995" "P62995" "P62995" "Transformer-2 protein homolog beta" "Homo sapiens" "9606" "TRA2B" "1" "1"
"IGLV3-10" "A0A075B6K4" "IGLV3-10" "Immunoglobulin lambda variable 3-10" "Homo sapiens" "9606" "IGLV3-10" "3" "2"
"MACF1" "Q9UPN3" "MACF1" "Microtubule-actin cross-linking factor 1. isoforms 1/2/3/4/5" "Homo sapiens" "9606" "MACF1" "1" "4"
"TRIM43B" "A6NCK2" "TRIM43B" "Tripartite motif-containing protein 43B" "Homo sapiens" "9606" "TRIM43B" "3" "3"
"IGLL1" "P15814" "IGLL1" "Immunoglobulin lambda-like polypeptide 1" "Homo sapiens" "9606" "IGLL1" "1" "1"
"IGHD" "P01880" "IGHD" "Immunoglobulin heavy constant delta" "Homo sapiens" "9606" "IGHD" "1" "4"
"TSG101" "Reverse_sp|Q99816|TS101_HUMAN" "TSG101" "Tumor susceptibility gene 101 protein" "Homo sapiens" "9606" "TSG101" "1" "2"
"P49368" "P49368" "P49368" "T-complex protein 1 subunit gamma" "Homo sapiens" "9606" "CCT3" "1" "4"
"Q9GZV4" "Q9GZV4" "Q9GZV4" "eukaryotic translation initiation factor 5A-2" "Homo sapiens" "9606" "eIF5A2" "1" "3"
"KIF5B" "P33176" "KIF5B" "Kinesin-1 heavy chain" "Homo sapiens" "9606" "KIF5B" "1" "1"
"TCeAL1" "Reverse_sp|Q2KIJ9|TCAL1_BOVIN" "TCeAL1" "Transcription elongation factor A protein-like 1" "Bos taurus" "9913" "TCeAL1" "2" "1"
"CDH6" "Q3SWX5" "CDH6" "Cadherin-6" "Bos taurus" "9913" "CDH6" "2" "1"
"KRTAP2-3" "P0C7H8" "KRTAP2-3" "Keratin-associated protein 2-3" "Homo sapiens" "9606" "KRTAP2-3" "1" "2"
"P09211" "P09211" "P09211" "Glutathione S-transferase P" "Homo sapiens" "9606" "GSTP1" "1" "2"
"SeRPINB9" "P50453" "SeRPINB9" "Serpin B9" "Homo sapiens" "9606" "SeRPINB9" "1" "1"
"RPS4Y1" "P22090" "RPS4Y1" "Small ribosomal subunit protein eS4. Y isoform 1" "Homo sapiens" "9606" "RPS4Y1" "1" "2"
"RNASe7" "Q9H1e1" "RNASe7" "Ribonuclease 7" "Homo sapiens" "9606" "RNASe7" "1" "2"
"MYH7" "P12883" "MYH7" "Myosin-7" "Homo sapiens" "9606" "MYH7" "1" "5"
"RBMXL1" "Q96e39" "RBMXL1" "RNA binding motif protein. X-linked-like-1" "Homo sapiens" "9606" "RBMXL1" "1" "1"
"P00505" "P00505" "P00505" "Aspartate aminotransferase. mitochondrial" "Homo sapiens" "9606" "GOT2" "1" "3"
"TFG" "Q92734" "TFG" "Protein TFG" "Homo sapiens" "9606" "TFG" "1" "2"
"TTBK2" "Q6IQ55" "TTBK2" "Tau-tubulin kinase 2" "Homo sapiens" "9606" "TTBK2" "1" "2"
"C2orf16" "Q68DN1" "C2orf16" "Uncharacterized protein C2orf16" "Homo sapiens" "9606" "C2orf16" "2" "3"
"MeD17" "Q5BIR6" "MeD17" "Mediator of RNA polymerase II transcription subunit 17" "Bos taurus" "9913" "MeD17" "2" "1"
"RPL26" "P61257" "RPL26" "Large ribosomal subunit protein uL24" "Bos taurus" "9913" "RPL26" "2" "1"
"ATRN" "O75882" "ATRN" "Attractin" "Homo sapiens" "9606" "ATRN" "1" "2"
"ZNF711" "Q9Y462" "ZNF711" "Zinc finger protein 711" "Homo sapiens" "9606" "ZNF711" "1" "2"
"P25789" "P25789" "P25789" "Proteasome subunit alpha type-4" "Homo sapiens" "9606" "PSMA4" "1" "1"
"PRPF19" "Q9UMS4" "PRPF19" "Pre-mRNA-processing factor 19" "Homo sapiens" "9606" "PRPF19" "1" "1"
"ADAR" "P55265" "ADAR" "Double-stranded RNA-specific adenosine deaminase" "Homo sapiens" "9606" "ADAR" "1" "4"
"O00151" "O00151" "O00151" "PDZ and LIM domain protein 1" "Homo sapiens" "9606" "PDLIM1" "1" "4"
"IL6ST" "P40189" "IL6ST" "Interleukin-6 receptor subunit beta" "Homo sapiens" "9606" "IL6ST" "1" "2"
"RABGeF1" "O18973" "RABGeF1" "Rab5 GDP/GTP exchange factor" "Bos taurus" "9913" "RABGeF1" "1" "1"
"YC023" "Q0VG73" "YC023" "Putative uncharacterized protein LOC152225" "Homo sapiens" "9606" NA "5" "1"
"MX2" "Q9BDI7" "MX2" "Interferon-induced GTP-binding protein Mx2" "Bos taurus" "9913" "MX2" "2" "1"
"P08571" "P08571" "P08571" "Monocyte differentiation antigen CD14" "Homo sapiens" "9606" "CD14" "1" "2"
"ARID5A" "Q3SWY1" "ARID5A" "AT-rich interactive domain-containing protein 5A" "Bos taurus" "9913" "ARID5A" "2" "1"
"Q0P594" "Q0P594" "Q0P594" "Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform" "Bos taurus" "9913" "PPP2CB" "1" "1"
"CKAP4" "Q07065" "CKAP4" "Cytoskeleton-associated protein 4" "Homo sapiens" "9606" "CKAP4" "1" "2"
"P60902" "P60902" "P60902" "Protein S100-A10" "Bos taurus" "9913" "S100A10" "1" "2"
"GBP6" "Q6ZN66" "GBP6" "Guanylate-binding protein 6" "Homo sapiens" "9606" "GBP6" "1" "1"
"ACOX1" "Q15067" "ACOX1" "Peroxisomal acyl-coenzyme A oxidase 1" "Homo sapiens" "9606" "ACOX1" "1" "3"
"P46782" "P46782" "P46782" "Small ribosomal subunit protein uS7" "Homo sapiens" "9606" "RPS5" "1" "4"
"MYO1B" "O43795" "MYO1B" "Unconventional myosin-Ib" "Homo sapiens" "9606" "MYO1B" "1" "3"
"P21964" "P21964" "P21964" "Catechol O-methyltransferase" "Homo sapiens" "9606" "COMT" "1" "2"
"IGHV1-3" "A0A0C4DH29" "IGHV1-3" "Immunoglobulin heavy variable 1-3" "Homo sapiens" "9606" "IGHV1-3" "3" "1"
"P38919" "P38919" "P38919" "eukaryotic initiation factor 4A-III" "Homo sapiens" "9606" "eIF4A3" "1" "4"
"PDIA4" "P13667" "PDIA4" "Protein disulfide-isomerase A4" "Homo sapiens" "9606" "PDIA4" "1" "2"
"UGT2A2" "P0DTe5" "UGT2A2" "UDP-glucuronosyltransferase 2A2" "Homo sapiens" "9606" "UGT2A2" "1" "1"
"MAP7D3" "Q8IWC1" "MAP7D3" "MAP7 domain-containing protein 3" "Homo sapiens" "9606" "MAP7D3" "1" "2"
"QARS1" "P47897" "QARS1" "Glutamine--tRNA ligase" "Homo sapiens" "9606" "QARS1" "1" "1"
"HLA-H" "P01893" "HLA-H" "Putative HLA class I histocompatibility antigen. alpha chain H" "Homo sapiens" "9606" "HLA-H" "5" "3"
"Q99623" "Q99623" "Q99623" "Prohibitin-2" "Homo sapiens" "9606" "PHB2" "1" "2"
"ZBeD5" "Q49AG3" "ZBeD5" "Zinc finger BeD domain-containing protein 5" "Homo sapiens" "9606" "ZBeD5" "2" "2"
"NMeS1" "Q9C002" "NMeS1" "Normal mucosa of esophagus-specific gene 1 protein" "Homo sapiens" "9606" "NMeS1" "1" "1"
"SePTIN14" "Q6ZU15" "SePTIN14" "Septin-14" "Homo sapiens" "9606" "SePTIN14" "1" "2"
"CeP85" "Q6P2H3" "CeP85" "Centrosomal protein of 85 kDa" "Homo sapiens" "9606" "CeP85" "1" "1"
"TKFC" "Q58DK4" "TKFC" "Triokinase/FMN cyclase" "Bos taurus" "9913" "TKFC" "2" "1"
"CAPZB" "P79136" "CAPZB" "F-actin-capping protein subunit beta" "Bos taurus" "9913" "CAPZB" "1" "1"
"SYNGAP1" "Q96PV0" "SYNGAP1" "Ras/Rap GTPase-activating protein SynGAP" "Homo sapiens" "9606" "SYNGAP1" "1" "4"
"AP1M2" "Q9Y6Q5" "AP1M2" "AP-1 complex subunit mu-2" "Homo sapiens" "9606" "AP1M2" "1" "4"
"ARPC2" "O15144" "ARPC2" "Actin-related protein 2/3 complex subunit 2" "Homo sapiens" "9606" "ARPC2" "1" "1"
"P13797" "P13797" "P13797" "Plastin-3" "Homo sapiens" "9606" "PLS3" "1" "4"
"MYL12A" "P19105" "MYL12A" "Myosin regulatory light chain 12A" "Homo sapiens" "9606" "MYL12A" "1" "2"
"P55084" "P55084" "P55084" "Trifunctional enzyme subunit beta. mitochondrial" "Homo sapiens" "9606" "HADHB" "1" "3"
"PHF10" "Q2T9V9" "PHF10" "PHD finger protein 10" "Bos taurus" "9913" "PHF10" "2" "1"
"PDP1" "Reverse_sp|Q9P0J1|PDP1_HUMAN" "PDP1" "[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1. mitochondrial" "Homo sapiens" "9606" "PDP1" "1" "3"
"RPL35" "P42766" "RPL35" "Large ribosomal subunit protein uL29" "Homo sapiens" "9606" "RPL35" "1" "2"
"AHSA1" "O95433" "AHSA1" "Activator of 90 kDa heat shock protein ATPase homolog 1" "Homo sapiens" "9606" "AHSA1" "1" "1"
"RAB5B" "P61020" "RAB5B" "Ras-related protein Rab-5B" "Homo sapiens" "9606" "RAB5B" "1" "1"
"RALA" "P11233" "RALA" "Ras-related protein Ral-A" "Homo sapiens" "9606" "RALA" "1" "1"
"MDN1" "Q9NU22" "MDN1" "Midasin" "Homo sapiens" "9606" "MDN1" "1" "2"
"ATP5MF" "P56134" "ATP5MF" "ATP synthase subunit f. mitochondrial" "Homo sapiens" "9606" "ATP5MF" "1" "3"
"Q2KI07" "Q2KI07" "Q2KI07" "ADP-ribosylation factor-like protein 8B" "Bos taurus" "9913" "ARL8B" "2" "1"
"Q148J6" "Q148J6" "Q148J6" "Actin-related protein 2/3 complex subunit 4" "Bos taurus" "9913" "ARPC4" "1" "3"
"HNRNPH2" "P55795" "HNRNPH2" "Heterogeneous nuclear ribonucleoprotein H2" "Homo sapiens" "9606" "HNRNPH2" "1" "1"
"Q3ZCD0" "Q3ZCD0" "Q3ZCD0" "CD81 antigen" "Bos taurus" "9913" "CD81" "2" "1"
"PLAT" "P00750" "PLAT" "Tissue-type plasminogen activator" "Homo sapiens" "9606" "PLAT" "1" "1"
"RTRAF" "Q9Y224" "RTRAF" "RNA transcription. translation and transport factor protein" "Homo sapiens" "9606" "RTRAF" "1" "1"
"eLANe" "P08246" "eLANe" "Neutrophil elastase" "Homo sapiens" "9606" "eLANe" "1" "1"
"Q9NP72" "Q9NP72" "Q9NP72" "Ras-related protein Rab-18" "Homo sapiens" "9606" "RAB18" "1" "1"
"CTSZ" "P05689" "CTSZ" "Cathepsin Z" "Bos taurus" "9913" "CTSZ" "2" "2"
"P30566" "P30566" "P30566" "Adenylosuccinate lyase" "Homo sapiens" "9606" "ADSL" "1" "2"
"PPL" "O60437" "PPL" "Periplakin" "Homo sapiens" "9606" "PPL" "1" "4"
"UFL1" "O94874" "UFL1" "e3 UFM1-protein ligase 1" "Homo sapiens" "9606" "UFL1" "1" "2"
"CABP2" "Q9N1Q9" "CABP2" "Calcium-binding protein 2" "Bos taurus" "9913" "CABP2" "2" "3"
"Q08e38" "Q08e38" "Q08e38" "Pre-mRNA-processing factor 19" "Bos taurus" "9913" "PRPF19" "2" "1"
"ALKBH5" "Q6P6C2" "ALKBH5" "RNA demethylase ALKBH5" "Homo sapiens" "9606" "ALKBH5" "1" "2"
"TMeM132C" "Q8N3T6" "TMeM132C" "Transmembrane protein 132C" "Homo sapiens" "9606" "TMeM132C" "2" "3"
"PYCARD" "Q9ULZ3" "PYCARD" "Apoptosis-associated speck-like protein containing a CARD" "Homo sapiens" "9606" "PYCARD" "1" "2"
"ePS8L1" "Q8Te68" "ePS8L1" "epidermal growth factor receptor kinase substrate 8-like protein 1" "Homo sapiens" "9606" "ePS8L1" "1" "3"
"A4Z943" "A4Z943" "A4Z943" "Zinc finger BeD domain-containing protein 5" "Bos taurus" "9913" "ZBeD5" "4" "1"
"GBA1" "P04062" "GBA1" "Lysosomal acid glucosylceramidase" "Homo sapiens" "9606" "GBA1" "1" "3"
"Q0IIG7" "Q0IIG7" "Q0IIG7" "Ras-related protein Rab-5A" "Bos taurus" "9913" "RAB5A" "1" "1"
"Q0VD53" "Q0VD53" "Q0VD53" "Vacuolar protein sorting-associated protein 26A" "Bos taurus" "9913" "VPS26A" "2" "1"
"P09960" "P09960" "P09960" "Leukotriene A-4 hydrolase" "Homo sapiens" "9606" "LTA4H" "1" "2"
"DBNL" "Q9UJU6" "DBNL" "Drebrin-like protein" "Homo sapiens" "9606" "DBNL" "1" "1"
"Q96KP4" "Q96KP4" "Q96KP4" "Cytosolic non-specific dipeptidase" "Homo sapiens" "9606" "CNDP2" "1" "2"
"PROCR" "Q28105" "PROCR" "endothelial protein C receptor" "Bos taurus" "9913" "PROCR" "2" "1"
"P32969" "P32969" "P32969" "Large ribosomal subunit protein uL6" "Homo sapiens" "9606" "RPL9" "1" "1"
"TJAP1" "Reverse_sp|Q5JTD0|TJAP1_HUMAN" "TJAP1" "Tight junction-associated protein 1" "Homo sapiens" "9606" "TJAP1" "1" "1"
"MPO" "P05164" "MPO" "Myeloperoxidase" "Homo sapiens" "9606" "MPO" "1" "1"
"SeRPINB7" "O75635" "SeRPINB7" "Serpin B7" "Homo sapiens" "9606" "SeRPINB7" "1" "1"
"DDX39A" "O00148" "DDX39A" "ATP-dependent RNA helicase DDX39A" "Homo sapiens" "9606" "DDX39A" "1" "2"
"NARS" "Q2KJG3" "NARS" "Asparagine--tRNA ligase. cytoplasmic" "Bos taurus" "9913" "NARS" "2" "3"
"CLYBL" "Q8N0X4" "CLYBL" "Citramalyl-CoA lyase. mitochondrial" "Homo sapiens" "9606" "CLYBL" "1" "2"
"eIF3C" "Q99613" "eIF3C" "eukaryotic translation initiation factor 3 subunit C" "Homo sapiens" "9606" "eIF3C" "1" "1"
"Q3SYW6" "Q3SYW6" "Q3SYW6" "eukaryotic translation initiation factor 3 subunit C" "Bos taurus" "9913" "eIF3C" "2" "1"
"R3HCC1L" "Q7Z5L2" "R3HCC1L" "Coiled-coil domain-containing protein R3HCC1L" "Homo sapiens" "9606" "R3HCC1L" "1" "3"
"ReLCH" "Q9P260" "ReLCH" "RAB11-binding protein ReLCH" "Homo sapiens" "9606" "ReLCH" "1" "2"
